genre,title,year,author,publisher,language,format,tags,comments,key,keyword,keyword2,key2,realYear
"Art, Cinema and Pop Culture",Safe And Strong: An LGBTQIA plus Guide To Facebook And Instagram,,"Rafiul Alom Rahman, Sonaksha Iyengar(illustrator)",The Queer Muslim Project,English,Booklet,"Queer Muslim, Digital Narratives",,Technology,technology,lgbtq narratives,LGBTQ Narratives,
"Art, Cinema and Pop Culture",Objects of Desire: Commodification of Gender on the Titles of Popular Hindi Novels,,Atmaram K. Bhakal,Tasveer Ghar--A Digital Archive of South Asian Popular Visual Culture,English,Journal Article,"Hindi Novels, Popular Culture, Gender Representation",,Culture,culture,desire,Desire,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
Culture and Society,Daughters of the Vitasta: A History of Kashmiri Women from Early Times to the Present Day,1990,Prem Nath Bazaz,Pamposh Publications,English,Historical Biography,"Kashmiri Women, History",,Religion,religion,society,Society,1959
Culture and Society,The World of Homosexuals,1990,Shakuntala Devi,Vikas Publishing House,English,Non-Fiction,"Indian Homosexuality, History, Society",queer theory and sexuality studies,Society,society,lgbtq narratives,LGBTQ Narratives,1977
Culture and Society,Less Than Gay,1991,AIDS Bhedbhav Virodhi Andolan,AIDS Bhedbhav Virodhi Andolan,English,Report,"Gay narratives, Queer lives, Society",,Sexual and Reproductive Health,sexual and reproductive health,society,Society,1991
Culture and Society,For People Like Us,1991,"Arun Bhandari, Dr. Paramjit Singh Sahni, Jagdish Bhardwaje",AIDS Bhedbhav Virodhi Andolan,English,Report,"Romance, Lesbian narratives, Orissa",,LGBTQ Narratives,lgbtq narratives,identity,Identity,1991
Culture and Society,"Uncertain Liaisons: Sex, Strife & Togetherness In Urban India",1993,Khushwant Singh,South Asia Books,English,Non-fiction,"Sexuality, Urban India",,Desire,desire,feminist politics,Feminist Politics,1993
Culture and Society,The Veiled Women: Shifting Gender Equations in Rural Haryana,1994,Prem Chowdhry,Oxford University Press,English,Academic Book,"Women, Rural Haryana, Gender Relations",,Society,society,feminist politics,Feminist Politics,1994
Culture and Society,Towards a New Perspective on Womens Bodies-Learning and Unlearning Together,1996,"Chayanika Shah, Swatija Manorama",Economic & Political Weekly,English,Journal Article,"Women's Bodies, Health and Reproduction",,Sexual and Reproductive Health,sexual and reproductive health,feminist politics,Feminist Politics,1996
Culture and Society,Borders and Boundries: Women In India's Partition,1998,"Ritu Menon, Kamla Bhasin",Kali for Women,English,Anthology/Narratives,"Partition, Women's Narratives",,Feminist Historiography,feminist historiography,feminist politics,Feminist Politics,1998
Culture and Society,The Other Side of Silence: Voices from the Partition of India,2000,Urvashi Butalia,Hurst,English,Academic Book,"Gender based Violence, Caste, Partition",,Violence,violence,caste,Caste,2000
Culture and Society,Speaking Peace: Women's Voices from Kashmir,2002,Urvashi Butalia,Kali for Women,English,Non-fiction,"Women, Kashmir, Peacebuilding",,Feminist Politics,feminist politics,identity,Identity,2002
Culture and Society,Changing Women's Status in India: Focus on the Northeast,2002,"Walter Fernandes, Sanjay Barbora",North Eastern Social Research Centre,English,Academic Book,"Women, North East India",,Identity,identity,feminist politics,Feminist Politics,2002
Culture and Society,"No Woman's land: Women from Pakistan, India and Bangladesh write on Partition of India",2004,Ritu Menon,Women Unlimited,English,Anthology/Narratives,"Partition, Women's Narratives",,Feminist Historiography,feminist historiography,feminist politics,Feminist Politics,2004
Culture and Society,"Queer: ""Despised Sexuality"", Law, And Social Change",2004,Arvind Narrain,Books for change,English,Academic Book,"Law, Queerness, Social Change",,Law,law,identity,Identity,2004
Culture and Society,‘You Can Be Lonely in a Crowd’: The Production of Safety in Mumbai,2005,Shilpa Phadke,Indian Journal of Gender Studies,English,Journal Article,"Gender and Space, Women, Mumbai",,Development,development,identity,Identity,2005
Culture and Society,Women of India: Colonial and Post colonial Times ,2005,Bharati Ray (editor),Sage Publications,English,Academic Book,"Gender, Women's Movement, Feminism","Part of an encyclopedia titled History of Philosophy, Science and and Culture in Indian Civilization. ",Feminist Politics,feminist politics,activism,Activism,2005
Culture and Society,The Violence of Normal Times: Essays on Women's Lived realities,2005,Kalpana Kannabiran (editor),Women Unlimited,English,Academic Book,"Lived experience, Gender, Violence ",,Violence,violence,law,Law,2005
Culture and Society,Writing Caste Writing Gender: Narrating Dalit Women's Testimonios,2006,Sharmila Rege,Zubaan,English,Academic Book,"Dalit Women's Movement, Dalit Feminist Politics",,Caste,caste,feminist politics,Feminist Politics,2006
Culture and Society,"Everyday Lives, Everyday Histories: Beyond the Kings and Brahmanas of 'ancient' India",2007,Uma Chakravarti,Tulika Books,English,Academic Book,"Ancient India, History",,Feminist Historiography,feminist historiography,society,Society,2007
Culture and Society,The Indian Family in Transition: Reading Literary and Cultural Texts,2007,"Sanjukta Dasgupta, Malashri Lal (editors)",Sage Publications,English,Academic Book,"Family, Indian Family in Popular Culture",,Society,society,feminist politics,Feminist Politics,2007
Culture and Society,Waves in the Hinterland,2008,Farah Naqvi,Zubaan,English,Non-fiction,"Women, journalism",,Identity,identity,feminist politics,Feminist Politics,2008
Culture and Society,Natural Landscapes and Regional Constructs of Gender: Theorizing Linkages in the Indian Context,2011,Anindita Datta,"Gender, Technology and Development",English,Journal Article,"Genderscapes, Feminist Geography, Gender and Space",,Feminist Politics,feminist politics,development,Development,2011
Culture and Society,"Marriage, Love, Caste and Kinship Support: Lived Experiences of the Urban Poor in India",2011,Shalini Grover,Social Science Press,English,Academic Book,"Marriage, Caste, Kinship",,Society,society,caste,Caste,2011
Culture and Society,"Sexuality and ‘silence’ among Khasi youth of Meghalaya, Northeast India",2013,"Ryntihlin Jennifer War, Sandra Albert","Culture, Health & Sexuality",English,Journal Article,"Sexuality, Meghalaya",,Sexual and Reproductive Health,sexual and reproductive health,society,Society,2013
Culture and Society,The Yellow Book: A Parent's Guide to Sexuality Education,2014,"TARSHI, Kanak Shashi",Zubaan,English,Resource Book,Sexuality Education,,Sexual and Reproductive Health,sexual and reproductive health,society,Society,2014
Culture and Society,"Dalit Women Speak Out: Caste, Class, and Gender Violence in India",2014,"Aloysius Irudayam S.J., Jayshree P. Mangubhai, Joel G. Lee (editors)",Zubaan,English,Academic Book,"Dalit Women, Caste, Class, Gender Violence",,Caste,caste,violence,Violence,2014
Culture and Society,"A Love That Dare Not Speak Its Name: Exploring the Marginalized Status of Lesbians, Bisexual Women, and Trans-men in India",2014,Sutanuka Bhattacharya,Asian Journal of Women's Studies,"English, Bengali",Journal Article,"LBT persons, Society, Violence",,Identity,identity,violence,Violence,2014
Culture and Society,"Looking Within, Looking Without: Exploring Households in the Subcontinent through Time",2015,Kumkum Roy,Primus Books,English ,Academic Book,"Visual Representation, Art and Archeology, Gangetic Valley, Tamil Nadu, Kerala, Maharashtra, Bengal, Rajasthan.",,Culture,culture,society,Society,2015
Culture and Society,Partition: The long Shadow,2015,Urvashi Butalia,Penguin India,English,Monograph,"Partition,, Art, Literature, Migration",,Society,society,identity,Identity,2015
Culture and Society,Embodying Motherhood: Perspectives from Contemporary India,2016,"Anu Aneja, Shubhangi Vaidya","Sage Publishing India, Yoda Press",English,Academic Book,Motherhood,,Society,society,identity,Identity,2016
Culture and Society,"Impaired Bodies, Gendered Lives: Everyday Realities Of Disabled Women",2016,Nandini Ghosh,Primus,English,Academic Book,"Gender, Disability, Disabled Women",,Disability,disability,feminist politics,Feminist Politics,2016
Culture and Society,Androgyny and Female Representation in India : Nari Bhav,2016,"Niladri R Chatterjee, Tutun Mukherjee (editor)",Niyogi Books,English,Academic Book,"Ardhanariswara, Androgyny, Female impersonation, Society",,Culture,culture,identity,Identity,2016
Culture and Society,Solid:Liquid – A (Trans)national Reproductive Formation,2017,Kumkum Sangari,Tulika Books,English,Academic Book,"Sex-Selection, Commercial Surrogacy, Health and Reproductive Services",,Sexual and Reproductive Health,sexual and reproductive health,development,Development,2017
Culture and Society,Gender Socialization and the Making of Gender in the Indian Context,2017,Sujit Kumar Chattopadhyay,Sage Publications,English,Academic Book,"Sociology, Gender Roles, Gender and Culture",,Society,society,culture,Culture,2017
Culture and Society,"Communities of Women in Assam: Being, doing and thinking together",2017,Nandana Dutta (editor),Routledge ,English,Academic Book,"Women's Organisations, Assam",,Feminist Politics,feminist politics,identity,Identity,2017
Culture and Society,Transgender Welfare and Society,2017,E. Jayanti,MJP Publishers,English,Academic Book,"Trans Narratives, Welfare and society",,LGBTQ Narratives,lgbtq narratives,society,Society,2017
Culture and Society,Politics of Dominance in Meitei Society,2018,Melody Kshetrimayum,Economic & Political Weekly,English,Journal Article,"Patriarchy, Meitei Society, Manipur",,Feminist Politics,feminist politics,identity,Identity,2018
Culture and Society,From the Shackles of Tradition: Motherhood and Women's Agitation In Manipur,2018,Soibam Haripriya,Routledge,English,Book Chapter,"Motherhood, Women's Movement in Manipur",Article contained within Gender in Meitei society,Activism,activism,identity,Identity,2018
Culture and Society,Gendered Politics of Funerary Processions: Contesting Indian Sovereignty in Kashmir,2018,Inshah Malik,Economic & Political Weekly,English,Journal Article,"Kashmir, Gender, Funerary Processions","Part of Knowing in Our Own Ways: Women and Kashmir, EPW Vol LIIINO 47, Edited by Nitasha Kaul and Ather Zia",Feminist Politics,feminist politics,activism,Activism,2018
Culture and Society,The Intimate World of Vyestoan: Affective Female Alliances and Companionships of Resistance in Kashmir,2018,Uzma Falak,Economic & Political Weekly,English,Journal Article,"Female Alliances, Resistance Politics, Women, Kashmir","Part of Knowing in Our Own Ways: Women and Kashmir, EPW Vol LIIINO 47, Edited by Nitasha Kaul and Ather Zia",Feminist Politics,feminist politics,activism,Activism,2018
Culture and Society,Partition Literature: An Anthology ,2018,Debjani Sengupta,Worldview Publication,English,Anthology/Narratives,"Partition, Literature",,Violence,violence,culture,Culture,2018
Culture and Society,Hijras of Kashmir : a marginalized form of personhood,2018,Aijaz Ahmad Bund,Jaykay Books,English,Academic Book,"Kashmir, Hijra Narratives\",,Violence,violence,lgbtq narratives,LGBTQ Narratives,2018
Culture and Society,Growing Up Gay in Urban India: A Critical Psychosocial Perspective,2018,Ketki Ranade,Springer,English,Academic Book,"Queer Narratives, Psychology, Youth and Childhood studies",,Society,society,identity,Identity,2018
Culture and Society,"Love, Loss, and Longing in Kashmir",2019,Sahba Hussain,Zubaan,English,Non-fiction,"AFPSA, Militarisation, Kashmir, Women's Activism, Sahba Hussain",,Violence,violence,activism,Activism,2019
Culture and Society,‘But This is Not Geography…! Of Ontological Circumcisions and Writing Feminist Geographies from India,2019,Anindita Datta ,"Gender, Place & Culture: A Journal for Feminist Geography",English,Journal Article,"Human Geography, Feminist Geography, Gender and Space",,Feminist Politics,feminist politics,violence,Violence,2019
Culture and Society,"Money, Culture, Class: Elite Women as Modern Subjects",2019,Parul Bhandari,Routledge ,English,Academic Book,"Money, Modernity",,Development,development,identity,Identity,2019
Culture and Society,Sexuality and Public Space in India: Reading the Visible,2019,Carmel Christy,Routledge,English,Academic Book,"Sexuality, Gender and Space",,Society,society,identity,Identity,2019
Culture and Society,"Gender, Space and Agency in India: Exploring Regional Genderscapes",2020,Anindita Datta (editor),Routledge,English,Academic Book,"Gender and Space, Socio-Cultural Geography, Human Geography",,Society,society,identity,Identity,2020
Culture and Society,Matchmaking in Middle Class India: Beyond Arranged and Love Marriage,2020,Parul Bhandari,Springers,English,Academic Book,"Match Making, Marriage",,Society,society,culture,Culture,2020
Culture and Society,Queer at Work,2020,"Sasmita Palo, Kunal Kumar Jha",Palgrave Macmillan,English,Academic Book,"LGBTQ Employees, Case study",,LGBTQ Narratives,lgbtq narratives,identity,Identity,2020
Culture and Society,Pheida: Gender at Periphery,2020,All Manipur Nupi Maanbi Association,"AMANA, SAATHI",English,Report,"Transgender narratives, Manipur, History, Nupi Maanbi",,LGBTQ Narratives,lgbtq narratives,identity,Identity,2020
Culture and Society,The Emergence of a Transgender Community in Manipur: The Case of the Nupi Maanbis,2020,Rubani Yumkhaibam,Indian Journal of Gender Studies,English,Journal Article,"Transgender narratives, Manipur, Society, Nupi Maanbi",,LGBTQ Narratives,lgbtq narratives,identity,Identity,2020
Culture and Society,Queering Tribal Folktales from East and Northeast India,2020,Kaustav Chakraborty,Routledge,English,Academic Book,"Folktales, Oral narratives, Toto, Limbu, Lepcha, Rabha",,Identity,identity,lgbtq narratives,LGBTQ Narratives,2020
Culture and Society,The Inheritance of Words : Writings from Arunachal Pradesh,2021,Mamang Dai (Editor),Zubaan,English,Anthology/Narratives,"Women Writers, Arunachal Pradesh",,Identity,identity,culture,Culture,2021
Culture and Society,"Gender, Sexuality &Society in Northeast India: Contextual studies of tribal communities",2021,"Ryntihlin Jennifer War, Glenn C Kharkongor",Martin Luther Christian University Press,English,Academic Book,"Sexuality, Tribal society, Gender norms",,Identity,identity,culture,Culture,2021
Culture and Society,Looming,2022,Santa Khurai,Routledge ,English,Book Chapter,"COVID-19, Feminist Ethnography, Trans Narratives",Article contained within COVID-19 Assemblages: Queer and Feminist Ethnographies From South Asia,LGBTQ Narratives,lgbtq narratives,feminist politics,Feminist Politics,2022
Culture and Society,Fragmented Realities of the Pandemic: The Multiple Marginalities of Disabled People in India,2022,Nandini Ghosh,Routledge ,English,Book Chapter,"COVID-19, Feminist Ethnography, Disability",Article contained within COVID-19 Assemblages: Queer and Feminist Ethnographies From South Asia,Disability,disability,lgbtq narratives,LGBTQ Narratives,2022
Culture and Society,"A Home-in-Making: Risk, Longing and Responsibility in Lockdown",2022,"Niharika Banerjea, Sumita Beethi",Routledge ,English,Book Chapter,"COVID-19, Feminist Ethnography, Belonging",Article contained within COVID-19 Assemblages: Queer and Feminist Ethnographies From South Asia,LGBTQ Narratives,lgbtq narratives,feminist politics,Feminist Politics,2022
Culture and Society,Of Epidemics and Queer Friendships from Manipur in India,2022,Kumam Davidson,Routledge ,English,Book Chapter,"COVID-19, Feminist Ethnography, Queer Narratives",Article contained within COVID-19 Assemblages: Queer and Feminist Ethnographies From South Asia,LGBTQ Narratives,lgbtq narratives,feminist politics,Feminist Politics,2022
Culture and Society,The Pandemic and Us – Thoughts on Queer Living and Building Social Connections,2022,"Poushali, Madhurima, Koyel, Reshmi, Archee, Kolika, Debika",Routledge ,English,Book Chapter,"Queer lives, COVID-19",Article contained within COVID-19 Assemblages: Queer and Feminist Ethnographies From South Asia,LGBTQ Narratives,lgbtq narratives,development,Development,2022
Culture and Society,Queer in Transit – (Un)settlement and Precarity in Times of COVID-19,2022,Debjyoti Ghosh,Routledge ,English,Book Chapter,"Queer lives, COVID-20",Article contained within COVID-19 Assemblages: Queer and Feminist Ethnographies From South Asia,LGBTQ Narratives,lgbtq narratives,violence,Violence,2022
