region,Latitude,Longitude,scatterLat,scatterLong,count,name,location,type,active,contact,programs,keywords,keyword2,keyword3,id,color
Uttar Pradesh,26.8467088,80.9461592,26.6967088,80.8961592,12,Men's Action for Stopping Violence Against Women (MASVAW),https://masvaw.blogspot.com/,NGO,2001,masvaw@sahayogindia.org,"1. Gender sensitisation awareness campaigns and programs in educational institutes, workplaces, and Panchayats or local councils for men to examine their assumptions about gender roles and masculinity.
2. Gaali Band program in schools to end the use of sexually coloured abuses that demean women.",Gender sensitisation,Advocacy,,262,#79A5AE
Uttar Pradesh,26.8467088,80.9461592,26.6967088,80.9461592,13,Rehbar Trust,https://www.facebook.com/Rehbar-Trust-934791326858313/,NGO,,,"1. Advocacy, awareness campaigns, and sensitisation programs for the rights of the LGBTQ[plus] community. 
2. Conducted sessions on Same-Sex Marriage Recognition in India along with The Humsafar Trust and CONNECT",Advocacy,LGBTQ rights,gender sensitisation,263,#79A5AE
Uttar Pradesh,23.6101808,85.2799354,23.6101808,85.2799354,0,Forum to Engage Men (FEM),http://menengage.org/regions/asia/india/,Collective,2007,drsanjaymgkvp@gmail.com,"1. Advocacy for women's rights and gender just society
2. Community campaigns against Violence against Women, child abuse and gender-based discrimination
3. Outreach programs and public events advocating greater participation of men for eradication of discrimination
4. Partners include MASVAW (Men’s Action for Stopping Violence against Women) in Uttar Pradesh, Bapanchi Shala (School for Fathers) in Maharashtra, Men’s Action for Equity (MAE) in Madhya Pradesh, FEM- Jharkhand in Jharkhand, and some LGBTQ rights groups",Advocacy,Women's rights,,264,#79A5AE
Uttarakhand,30.066753,79.0192997,30.066753,79.0192997,0,"Women Studies Centre, Hemvati Nandan Bahuguna Garhwal University",https://www.facebook.com/bourai123/      http://www.hnbgu.ac.in/,Academic/ Research centre,,himanshubourai@yahoo.com,"1. Seminars, workshops, conferences, information dissemination, training, and consultancy with a focus on Gender sensitisation, equality, and gender justice
2. Research",Education,Gender sensitisation,Research,265,#79A5AE
Uttarakhand,30.066753,79.0192997,29.866753,78.9192997,1,"Qagaar: Queer and Gender Support group, IIT Roorkie",https://www.facebook.com/lookovertherainbows/,Community Organisation,2013?,iitrqagaar@gmail.com,Advocacy and campaigns for queer rights,Advocacy,LGBTQ rights,,266,#79A5AE
Uttarakhand,30.066753,79.0192997,29.866753,78.9692997,2,Queer Collective Dehradun,https://www.instagram.com/queercollectivedehradun/,Community Organisation,2017,queercollectivedehradun@gmail.com,"1. Queer advocacy and support group
2. Community building",Advocacy,LGBTQ rights,,267,#79A5AE
West Bengal,22.9867569,87.8549755,22.9867569,87.8549755,0,Samabhabona,https://bdssamabhabona.org/,NGO,,bds.samabhabona@gmail.com,"1. Capacity building workshops with transgender individuals
2. Advocacy for trans affirmative laws and policies and for the rights of sex workers
3. Legal and community consultation services
4. Documentation, translation, and archival of trans narratives
5. Gender Sensitisation programs for educational institutes, neighbourhoods, families, and the police force
6. Mental Health and Trauma Management workshops 
7. Support group for People Living with HIV (PLHIV)",Capacity building,Advocacy,HIV/AIDS prevention,268,#79A5AE
West Bengal,22.9867569,87.8549755,22.7867569,87.7549755,1,Swayam: Ending Violence against women,https://swayam.info/,Non-profit Organisation,1995,swayam@swayam.info,"1. Direct Support services to survivors of Violence Against Women (VAW), children, and family members of survivors through therapy, counselling, capacity building vocational trainings, legal aid and advice, workshops on legal rights, and other awareness campaign programs
2. Collaboration with local panchayats, organisations, and individuals to build a violent free community through public education on women's rights, community mobilisation and action against Violence Against Women
3. Gender sensitisation programs, trainings, seminars, and workshops on gender justice and programs and campaigns against Sexual Harrassment in the work place
4. Research, publication, and archival of resource materials on Gender Based Violenc eand Gender Equality",Legal aid,support services,Women's rights,269,#79A5AE
West Bengal,22.9867569,87.8549755,22.7867569,87.8049755,2,Pratyay Gender Trust,https://www.facebook.com/PratyayGenderTrust/,Non-profit Organisation,1997,pratyaygendertrust@gmail.com,"1. Advocacy, campaigns, programs, discussions, and lectures on and for sexuality rights with a special focus on Calcutta’s kothi, hijda and other gender non-conforming/ transgender women. 
2. Legal and organisational support ",Legal aid,LGBTQ rights,support services,270,#79A5AE
West Bengal,22.9867569,87.8549755,22.7867569,87.8549755,3,"Sappho For Equality: The Activist Forum For Lesbian, Bisexual Woman and Transman Rights",https://www.sapphokolkata.in/,NGO,2003,sappho1999@gmail.com,"1. Advocacy, awareness campaigns, seminars and other programs for the rights of Lesbian, Bisexual, and Transgender (LBT) persons
2. Chorki: In-house study circle as part of queer feminist capacity building and empowerment 
3. Chetana: A resource cum drop in centre with a library and safe space for counselling sessions, workshops, and meetings
4. Helpline services and Counselling services for the LGBT Community
5. Gender sensitisation programs at educational institutes, and with the police and medical fraternity",Capacity building,LGBTQ rights,gender sensitisation,271,#79A5AE
West Bengal,22.9867569,87.8549755,22.7867569,87.9049755,4,"School Of Women's Studies, Jadavpur University",http://www.jaduniv.edu.in/view_department.php?deptid=150,Academic/ Research centre,1988,"2414-6531 (D), 2414-6666 (O) Extn.2445","1. Master of Philosophy in Women's Studies
2. Research work with a focus on visibilising women, gender justice, and other issues
3. Gender sensitisation programs",Education,Research,gender sensitisation,272,#79A5AE
West Bengal,22.9867569,87.8549755,22.7867569,87.9549755,5,"Centre for Women's Studies, Raiganj University",https://raiganjuniversity.ac.in/centre-for-womens-studies-cws/,Academic/ Research centre,,Dr. Sanjukta Chatterjee,"1. Research, workshops, and lectures with a focus on gender sensitisation, addresing Violence Against Women, and Sexual Harassment at the Workplace
2. Community outreach and extention programs along with NGOs and state government bodies",Education,Gender sensitisation,Research,273,#79A5AE
West Bengal,22.9867569,87.8549755,22.7867569,88.0049755,6,"Department of Women's Studies, University of North Bengal",https://www.nbu.ac.in/dept/cws.aspx,Academic/ Research centre,,ziniamitra@nbu.ac.in,"Master of Arts in Women's Studies with a focus on feminist methodology, pedagogy, theories, and women's rights and law",Women's rights,education,,274,#79A5AE
West Bengal,22.9867569,87.8549755,22.7867569,88.0549755,7,"Centre for Women's Studies, Rabindra Bharati University",http://www.rbu.ac.in/home/page/69,Academic/ Research centre,2008,,"1. Master of Philosophy in Women's Studies
2. Research work with a focus on creating feminist knowledges in the Bengali language and on integrating the gendered lens along with different art forms like painting, dance, music, drama, sculpture etc. ",Women's rights,education,research,275,#79A5AE
West Bengal,22.9867569,87.8549755,22.7867569,88.1049755,8,"Women's Studies Centre, Vidyasagar University",http://www.vidyasagar.ac.in/ResearchCentres/Centre_WSC/Default.aspx,Academic/ Research centre,2010,wsc@mail.vidyasagar.ac.in,"1. Master of Philosophy in Women's Studies
2. Doctor of Philosophy in Women's Studies
3. Refresher course for faculty members on Gender Women and Society: Debates and Developments, Gender Equity: Status, Ideologies and Future Challenges, and Recent Themes in Women’s Studies: Relevance of a Multidisciplinary Approach
4. Special lectures on Women, Development, and Law, Violence Against Women, Gender Sensitisation programs, and Self Defence workshops",Women's rights,education,research,276,#79A5AE
West Bengal,22.9867569,87.8549755,22.7867569,88.1549755,9,Manas Bangla,,Collective,2003,,"1. Advocacy for gender and sexuality minority rights
2. Male-to-male sexual health program and HIV Control program, targeted interventions among kothi, panthi, dupli, hijra, gay, bisexual men, male commercial sex workers, laundas, and other male entertainment workers. 
3. Awareness programs, skill building trainings, and psychosocial support, counselling and testing centre
4. Drop-in centres across West Bengal",HIV/AIDS prevention,mental health,support services,277,#79A5AE
West Bengal,22.9867569,87.8549755,22.8367569,87.7049755,10,Varta Trust,https://vartagensex.org/,Resource Group,2012,vartablog@gmail.com,"1. Orientation, sensitisation, and training sessions for NGOs, educational institutions, government agencies, corporate bodies and other groups / agencies.
2. Varta Community Reporters Training and Citizen Journalism Programme: Six months program on building communication, documentation and journalistic skills among youth and other groups marginalized around gender, sexuality or other social markers.
3. Queer Archival Research chronicling the queer movement in Bengal and India
4. Katha: Queer Kolkata Oral History Project
5. Varta Online Locator: A database of queer friendly health and legal services in India
6. Resources Agencies: Contacts for agencies providing information and support on gender, sexuality and associated issues
7. Research, training, talks, seminars, and awareness campaigns on gender, sexuality, and intimacy",Gender sensitisation,digital archive,capacity building,278,#79A5AE
West Bengal,22.9867569,87.8549755,22.8367569,87.7549755,11,Durbar Mahila Samanwaya Committee (DMSC),http://www.durbar.org/,Non-profit Organisation,1995,durbar.sonagachi@gmail.com,"1. Advocacy and legal intervention for the rights of sex workers and other marginalized communities.
2. Sensitisation programs and campaigns for administrators and policy makers with the aim to decriminalise and destigmatise sex work, sex workers, and the sex trade environment
3. Development and Health: Combating the HIV pandemic through mobilisation of sex workers, broadening the base of targeted intervention to support and include children, middle man, babus (clients) and other family members of sex workers
4. Development and Education: Helps and offers formal and non-formal education to children of sex workers through: 
     4.1. Special Study Centre in collaboration with IGNOU offering Bachelor Preparatory Program, Certificate in Food and Nutrition, Master of Arts in Gender and Development Studies
     4.2. Rahul Vidhya Niketan: residential home for the children of sex workers at Baruipur
     4.3. Sonagachi Research and Training Institute: Research, documentation, and capacity building trainings with a focus on sex workers in Kolkata, HIV/AIDS intervention, children of sex workers, sexual bahavious of middle class women, socio-economic conditions of the LGBT community, etc.
5. Self Regulatory Board: campaigns, dicussions, and actions to remove all criminal activities surrounding sex trade, stop the entery of minor and unwilling trafficked girls into sex trade
6. Komal Gandhar: cultural wing for dance, drama, Music Band, choir, mimes to further the discourse of sex workers' movement in India
7. Durbar Sports: football coaching camps and training complexes for children of sex workers and other interested individuals
8. Banking facility services and assistance in procuring government identification cards ",Advocacy,sex workers,capacity building,279,#79A5AE
West Bengal,22.9867569,87.8549755,22.8367569,87.8049755,12,Sruti Disability Rights Centre,https://www.facebook.com/Sruti-Disability-Rights-Centre-311750672203155/,Non-profit Organisation,2006,sruti.darc@gmail.com,"Advocacy, campaigns, and inclusive educational discussions for the rights of persons with disabilities with a focus on disability, gender, and sexuality rights",Advocacy,disability,,280,#79A5AE
West Bengal,22.9867569,87.8549755,22.8367569,87.8549755,13,"Ambar: Gender and Sexual Diversity Resource Group, IIT Kharagpur",https://www.facebook.com/ambar.iitkgp/,Community Organisation,2015,ambar.iitkharagpur@gmail.com,Advocacy and campaigns for queer rights,Advocacy,LGBTQ rights,,281,#79A5AE
West Bengal,22.9867569,87.8549755,22.8367569,87.9049755,14,Amra Odbhuth Collective,https://www.facebook.com/amraodbhuth/,Collective,2016?,amra.odbhut@gmail.com,"1. Reading and writing workshops
2. Film screenings, art and music gatherings
3. Discussions with a focus on queer and trans narratives",Advocacy,LGBTQ rights,,282,#79A5AE
West Bengal,22.9867569,87.8549755,22.8367569,87.9549755,15,People Like Us (PLUS),,NGO,2001,,"1. Counselling, rehabilitation, training, prevention campaigns, and research on HIV and AIDS
2. Prothoma: A Shelter home for the transgender population, LGBTQ community, sex workers, and victims of sex trafficking
3. Awareness campaigns and programs on Sexual Reproductive Health and Rights (SRHR)
4. Intervention in issues related to human trafficking and support services to victims of trafficking",HIV/AIDS prevention,mental health,Sexual and Reproductive Health,283,#79A5AE
West Bengal,22.9867569,87.8549755,22.8367569,88.0049755,16,Maitree,,Collective,1995,,Advocacy and campaigns for gender equality,Advocacy,Women's rights,Research,284,#79A5AE
West Bengal,22.9867569,87.8549755,22.8367569,88.0549755,17,Parichiti: Making Women Visible,https://www.parichiti.org.in/,NGO,,parichiti@gmail.com,"1. Women Domestic Workers collectives: Advocacy and awareness campaigns for the rights of WDW focusing on issues like formal contracts, workers benefits and social protection
2. Drop-in centres provoding health care and vocational and self defence programs for women living in slum areas
3. Gender sensitisation programs and other awareness campaigns on Violence against Women and Gender Based Violence engaging men's groups",Advocacy,Women rights,support services,285,#79A5AE
West Bengal,22.9867569,87.8549755,22.8367569,88.1049755,18,Association of Transgender / Hijra in Bengal (ATHB),,Collective,2013,,Advocacy and campaigns for Hijra rights,Advocacy,LGBTQ rights,,286,#79A5AE
West Bengal,22.9867569,87.8549755,22.8367569,88.1549755,19,Gokhale Road Bandhan,,Non-profit Organisation,2002,,"1. Legal and institutional support to the transgender and hijra community.
2. Capacity building programs and skill development training with a focus on sustainable livelihood.",Legal aid,capacity building,LGBTQ rights,287,#79A5AE
West Bengal,22.9867569,87.8549755,22.8867569,87.7049755,20,Dinajpur Notun Aalo Society,https://dinajpur.herokuapp.com/,Non-profit Organisation,2011?,dinajpurnotunaalo@gmail.com,"1. Advocacy for the rights of transgender, hijra, and Men who have sex with Men (MSM) individuals 
2. Network building and awareness campaigns to reduce the vulnerability of Transgender ,Hijra and MSM ( men having sex with men) communities
3. Targeted Intervention project with a focus on HIV transmission prevention.
4. Sensitisation programs",Advocacy,LGBTQ rights,HIV/AIDS prevention,288,#79A5AE
West Bengal,22.9867569,87.8549755,22.8867569,87.7549755,21,Dumdum Swikriti Society,,NGO,,"swikriti2003@hotmail.com
+91 983 174 3608","1. Awareness campaigns and programs with a focus on Human Rights, Legal rights, nutrition, and HIV AIDS
2. Advocacy and support for lesbian, gay, bisexual and transgender persons 
3. counselling services about sexuality and sexual health.",Advocacy,Support services,LGBTQ rights,289,#79A5AE
West Bengal,22.9867569,87.8549755,22.8867569,87.8049755,22,Amitie Trust,https://www.facebook.com/amitie.trust,Non-profit Organisation,2009,amitie.trust@yahoo.com,"Legal counselling and services to lesbian, gay, bisexual and transgender people",Legal aid,support services,LGBTQ rights,290,#79A5AE
West Bengal,22.9867569,87.8549755,22.8867569,87.8549755,23,Kolkata Rishta,https://www.facebook.com/Kolkata-Rista-1190601444294299/,Community Organisation,2003,kolkatarista@yahoo.co.in,"1. Peer counselling
2. Crisis management, legal aid and health care referral services (with a focus on HIV/AIDS, STI, STD) to Hijras and other male-to-female trans persons",HIV/AIDS prevention,LGBTQ rights,,291,#79A5AE
West Bengal,22.9867569,87.8549755,22.8867569,87.9049755,24,Madhya Banglar Samngram,https://www.facebook.com/madhyabanglar.sangram.3/?ref=page_internal,NGO,2017,sangram_06@hotmail.com,"1. Counselling on gender, sexuality and sexual health
2. Referrals for STI/HIV counselling, testing and treatment
3. Anti-violence and crisis intervention support to trans, Hijra, Kothi and gay people in Murshidabad district of West Bengal
4. Journal Padakshep
5. Mass awareness campaigns and other community events, including theatre.",Mental health,Sexual and Reproductive Health,support services,292,#79A5AE
West Bengal,22.9867569,87.8549755,22.8867569,87.9549755,25,West Bengal Forum for Gender and Sexual Minority Rights  (WBFGSMR),https://www.facebook.com/wbfgsmr/,Community Organisation,2017,,"1. Advocacy for the rights of people with non-conforming genders and sexualities (GSM)
2. Melas and other cultural events",LGBTQ rights,Advocacy,,293,#79A5AE
West Bengal,22.9867569,87.8549755,22.8867569,88.0049755,26,Miitjyu Society,https://www.facebook.com/Miitjyu-Society-810705295705114/,NGO,2007,,"1. Advocacy for the rights of LGBTQI community with a special focus on MSM individuals
2. Sensitisation programs and awareness campaigns",LGBTQ rights,Advocacy,gender sensitisation,294,#79A5AE
West Bengal,22.9867569,87.8549755,22.8867569,88.0549755,27,"Gender Study Research Group, West Bengal State University",https://www.facebook.com/WBSUGRSG/,Academic/ Research centre,,,"Gender and Sexuality Sensitisation Program course, 2019",Gender sensitisation,Education,,295,#79A5AE
,,,,,0,"Sampoorna (for trans and intersex Indian, By trans and intersex Indians, Across the Globe)",https://www.facebook.com/sampoorna.india/,Community Organisation,1998,sampoornawg@yahoo.com,"1. Advocacy for trans and intersex rights and social justice
2. Networking with gender and sexuality rights groups across the globe to build and share resource materials ",Advocacy,LGBTQ rights,,296,#79A5AE
,,,,,1,Rising Flame,https://risingflame.org/,NGO,2017,team@risingflame.org,1. Holding Space: Deconstructing Disability experiences and navigating ableism in therapeutic spaces. 2. Swarna Jyoti: A leadership Program. 3. SWA: Rural Fellowship program for youth with disability. 4. Empower to rise program for youth with disability (2021) 4. Spotlight: A media fellowship. 5. I can Lead: National leadership program for women with disabilities.,Advocacy,Capacity Building,Disability,297,#79A5AE
