region,name,location,type,activeSince,contact,programs,keywords,comments,lat,lng
Kerala,Sahayatrika,https://www.facebook.com/sahayatrika.shr/,NGO,2002,sahayatrika@gmail.com,NA,"LBT Collective, Queer Collective, Advocacy",for LBT Women (Female assigned women),9.791129,76.746728
Kerala,Sakhi: Women's Resource Centre,http://sakhikerala.org/about-us/,NGO and a Research Centre,1996,sakhikerala@gmail.com,"1. Training and Capacity Building. 2. Research Program with an emphasis on the following themes: Gender and climate change
Social construction of self-image among adolescent girls in Kerala
Sexual abuse of girl children
Determinants and consequences of women’s work in the unorganized sector
Non-party political process and women’s participation
Resource directory on Support services for women victims of violence
GIS based information systems on Panchayats
Political decentralisation and the Primary health care system in Kerala
Study on Cashew Sector
Study on gender based Violence
Study on maternal protectio","NGO, Advocacy, Gender",,9.791129,76.746728
Kerala,Sarojini Naidu Mahila Samajam,NA,NGO ,NA,rema00814@gmail.com,NA,"SHG, NGO, Micro-Finance",,9.791129,76.746728
Kerala,Thulyata Mahila Samajam,NA,NGO,1997,"thulyatamahilasamaj@gmail,com",NA,"SHG, NGO, Micro-Finance",,9.791129,76.746728
Kerala,Anweshi Women's Counselling Centre,https://anweshi.org/,NGO,1993,info@anweshi.org,"1. Counseling and legal aid to abused and persecuted women. 2. Work with Kerala's acclaimed decentralized government bodies, 3. Short Stay homes. 4: Education and activism.","Advocacy, NGO, Gender","Has a  Counselling Centre, Shelter home, Library",9.791129,76.746728
Kerala,Navjyothi Mahila Samajam,NA,NGO,1998,Mobile no: +91 9539985678,NA,"SHG, NGO, Micro-Finance",,9.791129,76.746728
Kerala,Queerala,http://queerala.org/about-us/,NGO,2014,queerala2014@gmail.com,NA,"Queer Collective, Advocacy",,9.791129,76.746728
Karnataka,Solidarity Foundation,https://www.solidarityfoundation.in/about-us/,NGO,2013,Solidarityfoundation2013@gmail.com,"Leadership Building, Grants, Corporate events, Livelihood interventions.","NGO, Advocacy, Inclusion",,14.882195,75.57454
Karnataka,Indian Institute of Human Settlement( IIHS),,Research Organization,2008,pvasanth@iihs.co.in,"BA, MA and Doctoral programme in Urban Practice. A year long Fellowship in Urban Practice","Research, Education, Urban Studies",,14.882195,75.57454
Karnataka,Hasiru Dala,https://hasirudala.in/,NGO,2011,info@hasirudala.in,"Programs on Livelihood, Housing, Social Security, Zero Waste, Health of Waste pickers. ","Livelihood, Waste Pickers, Social Security",works with Waste pickers,14.882195,75.57454
Karnataka,Vidyaranya Foundation,https://www.vidyaranya.org/,NGO,1991,https://www.vidyaranya.org/contact-us/,"1. Ujjwala: Ujjwala is our initiative that focuses on victims of trafficking through rehabilitation centres. Vidyaranya has impacted over 380 women since its inception in 2008 2. Swadhar: Swadhar is an institute that targets the well-being of widows, sexual victims, survivors of natural calamities, and exploited women, who are disowned and uncared by their families and relatives. 3. Spandana Hostel: Spandana Hostel for Disabled Students, Trainees and Working Women","Gender based Violence, Rehabilitation, Advocacy, NGO",,14.882195,75.57454
Karnataka,Sahodari Foundation,https://sahodari.org/,NGO,2008,reachsahodari@gmail.com,"1. Redwall Project:The RedWall is an artivism project initiated by Trans rights activist and artist Kalki Subramaniam to empower the voices of the under privileged women, non-binary and gender-diverse people of India against sexual abuse and assault. 2.The Thoorikai project: The Thoorikai Project encourages Trans people to use art to channel their experiences into tangible forms of work","Trans Voices, LGBTQ, Queer, Sex Workers.",,14.882195,75.57454
Karnataka,Vimochana,https://www.vimochana.co.in/,NGO,1979,vimochana79@gmail.com,"1. Campaign on Dowry Violence and Unnatural Deaths of women in marriage. 2. Campaign against declining sex ratios in the districts of Mandya, Ramnagar and Channapatna. 3. Fortnight campaigns against early marriage/child marriage in tribal communities of Mysore and Kodagu. 4. Campaign on Prevention of sexual harassment act. 5. Nun So Powerful: Women's platform for justice. 6. Batein Aman Ki: Dialogue to safeguard constitutional values. 7. Campaigns against Dilution of 498A. ","Gender, Violence against Women, Advocacy",,14.882195,75.57454
Karnataka,Maara: A Media and Arts Collective,https://www.maraa.in/,Arts collective,2008,INFO@MARAA.IN,"1. Bevaru: Bevaru is a bi-monthly newspaper dedicated to the struggles and resilience of the women workers in Bangalore, particularly sex workers, garment workers, domestic workers and powrakarmikas (waste pickers). 2. Chu Kar Dekho: Performative exploration of gender based violence. 3. Kaay Boltay: Experiment in creative protest with an emphasis on Comedy. ","NGO, Advocacy, Creative Protest, Gender based Violence",,14.882195,75.57454
,,,,,,,,,,
Karnataka,Centre for Law and Policy Research,https://clpr.org.in/,Research Organization,2015,reachout@clpr.org.in,Focus on areas like 1.Constitutional Culture. 2.Governance Reform. 3. Disability Rights. 4. Gender and Sexuality. 5. Transgender rights. 6. Discrimination and intersectionality,"Law, Research, Advocacy",,14.882195,75.57454
Karnataka,Sangama,http://sangama.org/,NGO,1999,sangama@sangama.org,1. Campaign for sexual minority rights. 2. Advocacy and campaign for repeal of section 377 of Indian Penal Code. 3. Campaign for sex workers' rights. 4. HIV/AIDS Health campaign. ,"NGO, Sex Workers' Right, LGBTQ Rights, Section 377, Advocacy",,14.882195,75.57454
Karnataka,Hidden Pockets Collective,https://www.hidden-pockets.com/,Non-Profit Organisation,2016,jasmine@hidden-pockets.com,Programs on sexual and reproductive health,Sexual and Reproductive health,,14.882195,75.57454
